Order,timestamp,latitudeE7,longitudeE7
498,2023-09-22T13:07:41.393Z,372333075,-804215535
499,2023-09-22T13:08:01.464Z,372333079,-804215639
500,2023-09-22T13:08:21.434Z,372333138,-804215547
501,2023-09-22T13:08:41.400Z,372333046,-804215557
502,2023-09-22T13:09:01.471Z,372333149,-804215657
503,2023-09-22T13:09:21.543Z,372333199,-804215569
504,2023-09-22T13:09:41.613Z,372332991,-804215598
505,2023-09-22T13:10:01.581Z,372333090,-804215584
506,2023-09-22T13:10:21.652Z,372333218,-804215508
507,2023-09-22T13:10:41.582Z,372333097,-804215551
508,2023-09-22T13:11:01.690Z,372333011,-804215566
509,2023-09-22T13:11:21.761Z,372333052,-804215579
510,2023-09-22T13:11:41.729Z,372333106,-804215561
511,2023-09-22T13:12:01.696Z,372333058,-804215543
512,2023-09-22T13:12:21.768Z,372333108,-804215561
513,2023-09-22T13:12:41.839Z,372333061,-804215694
514,2023-09-22T13:13:01.909Z,372333140,-804215590
515,2023-09-22T13:13:21.943Z,372333063,-804215526
516,2023-09-22T13:13:41.912Z,372333179,-804215631
517,2023-09-22T13:14:01.983Z,372333010,-804215598
518,2023-09-22T13:14:22.053Z,372332992,-804215574
519,2023-09-22T13:14:42.122Z,372332905,-804215624
520,2023-09-22T13:15:02.090Z,372333037,-804215531
521,2023-09-22T13:15:22.060Z,372333130,-804215567
522,2023-09-22T13:15:42.130Z,372333055,-804215560
523,2023-09-22T13:16:02.098Z,372333066,-804215550
524,2023-09-22T13:16:22.170Z,372333118,-804215674
525,2023-09-22T13:16:42.240Z,372333087,-804215580
526,2023-09-22T13:17:02.208Z,372333099,-804215579
527,2023-09-22T13:17:22.279Z,372333055,-804215575
528,2023-09-22T13:17:42.144Z,372333287,-804215548
529,2023-09-22T13:18:02.317Z,372333042,-804215616
530,2023-09-22T13:18:22.183Z,372333042,-804215591
531,2023-09-22T13:18:42.253Z,372333099,-804215579
532,2023-09-22T13:19:02.222Z,372333061,-804215567
533,2023-09-22T13:19:22.292Z,372333063,-804215532
534,2023-09-22T13:19:42.362Z,372333084,-804215567
535,2023-09-22T13:20:02.329Z,372333066,-804215559
536,2023-09-22T13:20:22.298Z,372333065,-804215528
537,2023-09-22T13:20:42.370Z,372333090,-804215561
538,2023-09-22T13:21:02.440Z,372333151,-804215564
539,2023-09-22T13:21:22.408Z,372333167,-804215557
540,2023-09-22T13:21:42.479Z,372333253,-804215549
541,2023-09-22T13:22:02.448Z,372333141,-804215595
542,2023-09-22T13:22:22.517Z,372333303,-804215619
543,2023-09-22T13:22:42.486Z,372333293,-804215595
544,2023-09-22T13:23:02.556Z,372333038,-804215685
545,2023-09-22T13:23:22.627Z,372333183,-804215630
546,2023-09-22T13:23:42.493Z,372333367,-804215573
547,2023-09-22T13:24:02.582Z,372333038,-804215580
548,2023-09-22T13:24:22.531Z,372333082,-804215589
549,2023-09-22T13:24:42.600Z,372333127,-804215528
550,2023-09-22T13:25:02.672Z,372333042,-804215586
551,2023-09-22T13:25:22.538Z,372333075,-804215576
552,2023-09-22T13:25:42.711Z,372333048,-804215601
553,2023-09-22T13:26:02.576Z,372333173,-804215525
554,2023-09-22T13:26:19.823Z,372333005,-804215567
555,2023-09-22T13:26:38.873Z,372333417,-804215608
556,2023-09-22T13:27:09.619Z,372334997,-804216883
557,2023-09-22T13:27:40.185Z,372334904,-804216375
558,2023-09-22T13:28:01.013Z,372335966,-804216134
559,2023-09-22T13:28:30.133Z,372338843,-804209663
560,2023-09-22T13:28:59.532Z,372341901,-804211045
561,2023-09-22T13:29:26.763Z,372343205,-804208837
562,2023-09-22T13:29:54.707Z,372342402,-804203652
563,2023-09-22T13:30:23.138Z,372344292,-804199166
564,2023-09-22T13:30:51.260Z,372344680,-804195378
565,2023-09-22T13:31:18.556Z,372342660,-804192019
566,2023-09-22T13:31:46.058Z,372343665,-804191240
567,2023-09-22T13:32:07.083Z,372343498,-804191639
568,2023-09-22T13:32:27.206Z,372343605,-804191517
569,2023-09-22T13:32:47.261Z,372343513,-804191590
570,2023-09-22T13:33:07.298Z,372343644,-804191377
571,2023-09-22T13:33:27.346Z,372343590,-804191455
572,2023-09-22T13:33:47.378Z,372343595,-804191538
573,2023-09-22T13:34:07.416Z,372343633,-804191756
574,2023-09-22T13:34:25.468Z,372343688,-804191748
575,2023-09-22T13:34:45.305Z,372343521,-804191514
576,2023-09-22T13:35:03.973Z,372343719,-804191761
577,2023-09-22T13:35:20.619Z,372343631,-804191924
578,2023-09-22T13:35:55.473Z,372343706,-804191851
579,2023-09-22T13:36:15.487Z,372343690,-804191869
580,2023-09-22T13:36:35.582Z,372343675,-804191873
581,2023-09-22T13:36:55.584Z,372343663,-804191909
582,2023-09-22T13:37:15.604Z,372343655,-804191936
583,2023-09-22T13:37:35.637Z,372343650,-804191970
584,2023-09-22T13:37:55.687Z,372343647,-804191988
585,2023-09-22T13:38:15.711Z,372343643,-804192016
586,2023-09-22T13:38:35.746Z,372343640,-804192040
587,2023-09-22T13:38:55.800Z,372343641,-804192041
588,2023-09-22T13:39:15.841Z,372343322,-804191962
589,2023-09-22T13:39:35.855Z,372343588,-804191979
590,2023-09-22T13:39:55.926Z,372343631,-804192030
591,2023-09-22T13:40:15.948Z,372343625,-804192051
592,2023-09-22T13:40:36.001Z,372343668,-804192007
593,2023-09-22T13:40:56.035Z,372343604,-804192060
594,2023-09-22T13:41:16.056Z,372343391,-804191872
595,2023-09-22T13:41:36.109Z,372343443,-804192148
596,2023-09-22T13:41:56.136Z,372343604,-804192061
597,2023-09-22T13:42:16.147Z,372343597,-804192058
598,2023-09-22T13:42:36.212Z,372343163,-804191977
599,2023-09-22T13:42:56.205Z,372343474,-804191877
600,2023-09-22T13:43:16.276Z,372343595,-804192055
601,2023-09-22T13:43:46.325Z,372343617,-804191564
602,2023-09-22T13:44:06.398Z,372343620,-804191694
603,2023-09-22T13:44:26.400Z,372343591,-804191770
604,2023-09-22T13:44:46.466Z,372343675,-804191846
605,2023-09-22T13:45:06.493Z,372343499,-804191613
606,2023-09-22T13:45:26.512Z,372343509,-804191811
607,2023-09-22T13:45:46.544Z,372343387,-804191813
608,2023-09-22T13:46:16.551Z,372343534,-804191607
609,2023-09-22T13:46:46.645Z,372342823,-804192056
610,2023-09-22T13:47:16.657Z,372343586,-804191729
611,2023-09-22T13:47:46.693Z,372343571,-804191582
612,2023-09-22T13:48:06.728Z,372343279,-804191655
613,2023-09-22T13:48:56.317Z,372343630,-804191727
614,2023-09-22T13:49:16.807Z,372343586,-804191692
615,2023-09-22T13:49:36.877Z,372343571,-804191770
616,2023-09-22T13:49:56.901Z,372343560,-804191810
617,2023-09-22T13:50:16.920Z,372343548,-804191848
618,2023-09-22T13:50:36.988Z,372343598,-804191568
619,2023-09-22T13:50:57.004Z,372343632,-804191674
620,2023-09-22T13:51:17.024Z,372343578,-804191650
621,2023-09-22T13:51:37.093Z,372343639,-804191590
622,2023-09-22T13:51:57.129Z,372343593,-804191632
623,2023-09-22T13:52:17.134Z,372343600,-804191684
624,2023-09-22T13:52:37.170Z,372343573,-804191639
625,2023-09-22T13:52:57.205Z,372343392,-804192214
626,2023-09-22T13:53:17.241Z,372343572,-804191569
627,2023-09-22T13:53:37.279Z,372343365,-804192197
628,2023-09-22T13:53:57.336Z,372343549,-804191692
629,2023-09-22T13:54:17.377Z,372343542,-804191659
630,2023-09-22T13:54:37.385Z,372343520,-804191633
631,2023-09-22T13:55:05.867Z,372343514,-804191668
632,2023-09-22T13:55:21.766Z,372343355,-804191758
633,2023-09-22T13:55:51.267Z,372343310,-804194360
634,2023-09-22T13:56:22.470Z,372345348,-804197213
635,2023-09-22T13:56:49.592Z,372344048,-804198529
636,2023-09-22T13:57:16.966Z,372341156,-804203590
637,2023-09-22T13:57:44.927Z,372338113,-804203844
638,2023-09-22T13:58:13.419Z,372341045,-804209242
639,2023-09-22T13:58:41.311Z,372339425,-804213398
640,2023-09-22T13:59:09.791Z,372336737,-804215437
641,2023-09-22T13:59:38.555Z,372335256,-804216983
642,2023-09-22T13:59:54.249Z,372335516,-804216062
643,2023-09-22T14:00:16.753Z,372335567,-804216010
644,2023-09-22T14:00:45.229Z,372334095,-804216629
645,2023-09-22T14:01:07.244Z,372334775,-804216780
646,2023-09-22T14:01:27.107Z,372334875,-804216761
647,2023-09-22T14:01:47.170Z,372334725,-804216940
648,2023-09-22T14:02:07.343Z,372334651,-804217019
649,2023-09-22T14:02:27.414Z,372334577,-804216930
650,2023-09-22T14:02:43.900Z,372334638,-804216964
651,2023-09-22T14:03:01.699Z,372336013,-804216100
652,2023-09-22T14:03:17.234Z,372335611,-804215867
653,2023-09-22T14:03:34.825Z,372335473,-804215587
654,2023-09-22T14:04:01.964Z,372333717,-804215075
655,2023-09-22T14:04:16.992Z,372332697,-804215494
656,2023-09-22T14:04:36.833Z,372333387,-804215306
657,2023-09-22T14:04:54.211Z,372333300,-804215653
658,2023-09-22T14:05:17.434Z,372333420,-804215514
659,2023-09-22T14:05:45.828Z,372333933,-804215650
660,2023-09-22T14:06:13.715Z,372335841,-804216278
661,2023-09-22T14:06:41.634Z,372334346,-804216533
662,2023-09-22T14:06:57.131Z,372333995,-804216659
663,2023-09-22T14:07:24.372Z,372334586,-804216787
664,2023-09-22T14:07:53.073Z,372333921,-804217714
665,2023-09-22T14:08:20.987Z,372331767,-804216048
666,2023-09-22T14:08:49.059Z,372332803,-804214500
667,2023-09-22T14:09:07.339Z,372333387,-804215138
668,2023-09-22T14:09:27.417Z,372333534,-804215475
669,2023-09-22T14:09:47.384Z,372333600,-804215474
670,2023-09-22T14:10:07.447Z,372333432,-804215523
671,2023-09-22T14:10:27.521Z,372333380,-804215494
672,2023-09-22T14:10:47.494Z,372333370,-804215539
673,2023-09-22T14:11:07.568Z,372333388,-804215543
674,2023-09-22T14:11:27.526Z,372333433,-804215671
675,2023-09-22T14:11:47.596Z,372333606,-804215578
676,2023-09-22T14:12:07.666Z,372333642,-804215574
677,2023-09-22T14:12:27.640Z,372333595,-804215530
678,2023-09-22T14:12:47.705Z,372333600,-804215542
679,2023-09-22T14:13:07.784Z,372333641,-804215511
680,2023-09-22T14:13:27.751Z,372333514,-804215477
681,2023-09-22T14:14:05.120Z,372333279,-804215580
682,2023-09-22T14:14:25.292Z,372333475,-804215498
683,2023-09-22T14:14:45.268Z,372333340,-804215552
684,2023-09-22T14:15:05.340Z,372333447,-804215583
685,2023-09-22T14:15:25.308Z,372333171,-804215697
686,2023-09-22T14:15:45.369Z,372333479,-804215575
687,2023-09-22T14:16:05.450Z,372333301,-804215579
688,2023-09-22T14:16:25.511Z,372333464,-804215514
689,2023-09-22T14:16:45.580Z,372333394,-804215602
690,2023-09-22T14:17:05.652Z,372333523,-804215565
691,2023-09-22T14:17:21.297Z,372333396,-804215624
692,2023-09-22T14:17:35.655Z,372333440,-804215563
693,2023-09-22T14:17:55.735Z,372333375,-804215561
694,2023-09-22T14:18:15.795Z,372333438,-804215564
695,2023-09-22T14:18:35.866Z,372333421,-804215502
696,2023-09-22T14:18:55.842Z,372333397,-804215570
697,2023-09-22T14:19:15.814Z,372333246,-804215662
698,2023-09-22T14:19:35.883Z,372333310,-804215683
699,2023-09-22T14:19:55.873Z,372333415,-804215574
700,2023-09-22T14:20:15.921Z,372333116,-804215688
701,2023-09-22T14:20:35.890Z,372333275,-804215686
702,2023-09-22T14:20:55.960Z,372333426,-804215611
703,2023-09-22T14:21:16.020Z,372333482,-804215563
704,2023-09-22T14:21:36.090Z,372333476,-804215604
705,2023-09-22T14:21:56.058Z,372333514,-804215640
706,2023-09-22T14:22:16.127Z,372333365,-804215590
707,2023-09-22T14:22:36.096Z,372333517,-804215587
708,2023-09-22T14:22:56.177Z,372333464,-804215597
709,2023-09-22T14:23:16.145Z,372333469,-804215616
710,2023-09-22T14:23:36.307Z,372333428,-804215608
711,2023-09-22T14:23:56.278Z,372333380,-804215613
712,2023-09-22T14:24:16.256Z,372333391,-804215608
713,2023-09-22T14:24:36.328Z,372333475,-804215619
714,2023-09-22T14:24:56.295Z,372333447,-804215612
715,2023-09-22T14:25:16.367Z,372333464,-804215660
716,2023-09-22T14:25:36.429Z,372333471,-804215626
717,2023-09-22T14:25:56.392Z,372333440,-804215669
718,2023-09-22T14:26:16.475Z,372333203,-804215716
719,2023-09-22T14:26:36.443Z,372333374,-804215679
720,2023-09-22T14:26:56.499Z,372333509,-804215644
721,2023-09-22T14:27:16.585Z,372333432,-804215616
722,2023-09-22T14:27:36.656Z,372333437,-804215548
723,2023-09-22T14:27:56.623Z,372333476,-804215631
724,2023-09-22T14:28:16.695Z,372333488,-804215639
725,2023-09-22T14:28:36.663Z,372333419,-804215621
726,2023-09-22T14:28:56.733Z,372333490,-804215571
727,2023-09-22T14:29:16.700Z,372333487,-804215672
728,2023-09-22T14:29:36.759Z,372333355,-804215692
729,2023-09-22T14:29:56.842Z,372333304,-804215587
730,2023-09-22T14:30:16.796Z,372333372,-804215643
731,2023-09-22T14:30:36.867Z,372333510,-804215588
732,2023-09-22T14:30:56.848Z,372333467,-804215615
733,2023-09-22T14:31:17.007Z,372333474,-804215554
734,2023-09-22T14:31:36.973Z,372333392,-804215593
735,2023-09-22T14:31:57.062Z,372333284,-804215718
736,2023-09-22T14:32:17.115Z,372333382,-804215588
737,2023-09-22T14:32:37.099Z,372333418,-804215644
738,2023-09-22T14:32:57.052Z,372333357,-804215623
739,2023-09-22T14:33:17.122Z,372333391,-804215679
740,2023-09-22T14:33:37.106Z,372333359,-804215654
741,2023-09-22T14:33:57.157Z,372333197,-804215489
742,2023-09-22T14:34:17.128Z,372333137,-804215505
743,2023-09-22T14:34:37.320Z,372333405,-804215533
744,2023-09-22T14:34:57.270Z,372333137,-804215508
745,2023-09-22T14:35:17.272Z,372333425,-804215485
746,2023-09-22T14:35:37.325Z,372333345,-804215507
747,2023-09-22T14:35:57.277Z,372333306,-804215522
748,2023-09-22T14:36:17.364Z,372333370,-804215478
749,2023-09-22T14:36:37.314Z,372333418,-804215569
750,2023-09-22T14:36:57.281Z,372333337,-804215438
751,2023-09-22T14:37:17.251Z,372333360,-804215458
752,2023-09-22T14:37:37.441Z,372333471,-804215496
753,2023-09-22T14:37:57.492Z,372333487,-804215528
754,2023-09-22T14:38:17.482Z,372333466,-804215443
755,2023-09-22T14:38:37.533Z,372333223,-804215555
756,2023-09-22T14:38:57.520Z,372333518,-804215481
757,2023-09-22T14:39:17.488Z,372333240,-804215508
758,2023-09-22T14:39:37.558Z,372333387,-804215458
759,2023-09-22T14:39:57.610Z,372333369,-804215556
760,2023-09-22T14:40:17.680Z,372333430,-804215431
761,2023-09-22T14:40:37.564Z,372333225,-804215558
762,2023-09-22T14:40:57.718Z,372333075,-804215536
763,2023-09-22T14:41:17.704Z,372333132,-804215503
764,2023-09-22T14:41:37.655Z,372333177,-804215534
765,2023-09-22T14:41:57.743Z,372333073,-804215644
766,2023-09-22T14:42:17.815Z,372333044,-804215585
767,2023-09-22T14:42:37.783Z,372333259,-804215542
768,2023-09-22T14:42:57.855Z,372333054,-804215587
769,2023-09-22T14:43:17.821Z,372333289,-804215546
770,2023-09-22T14:43:37.975Z,372333191,-804215539
771,2023-09-22T14:43:57.943Z,372333155,-804215556
772,2023-09-22T14:44:17.928Z,372333366,-804215540
773,2023-09-22T14:44:38.083Z,372333230,-804215519
774,2023-09-22T14:44:58.053Z,372333201,-804215571
775,2023-09-22T14:45:18.018Z,372333367,-804215498
776,2023-09-22T14:45:38.109Z,372333316,-804215536
777,2023-09-22T14:45:58.183Z,372333295,-804215489
778,2023-09-22T14:46:18.231Z,372333278,-804215481
779,2023-09-22T14:46:38.302Z,372333342,-804215574
780,2023-09-22T14:46:58.372Z,372333443,-804215469
781,2023-09-22T14:47:18.237Z,372333216,-804215523
782,2023-09-22T14:47:38.307Z,372333018,-804215621
783,2023-09-22T14:47:58.298Z,372333268,-804215583
784,2023-09-22T14:48:18.346Z,372333090,-804215581
785,2023-09-22T14:48:38.440Z,372333436,-804215447
786,2023-09-22T14:48:58.385Z,372333456,-804215515
787,2023-09-22T14:49:18.557Z,372333260,-804215498
788,2023-09-22T14:49:38.525Z,372333214,-804215518
789,2023-09-22T14:49:58.492Z,372333260,-804215540
790,2023-09-22T14:50:18.483Z,372333275,-804215485
791,2023-09-22T14:50:38.530Z,372333248,-804215486
792,2023-09-22T14:50:58.523Z,372333370,-804215493
793,2023-09-22T14:51:18.570Z,372333305,-804215491
794,2023-09-22T14:51:38.560Z,372333211,-804215494
795,2023-09-22T14:51:58.712Z,372333327,-804215497
796,2023-09-22T14:52:18.704Z,372333282,-804215476
797,2023-09-22T14:52:38.749Z,372333378,-804215460
798,2023-09-22T14:52:58.639Z,372333117,-804215555
799,2023-09-22T14:53:18.812Z,372333418,-804215444
800,2023-09-22T14:53:38.858Z,372333422,-804215478
801,2023-09-22T14:53:58.749Z,372333200,-804215516
802,2023-09-22T14:54:18.922Z,372333143,-804215508
803,2023-09-22T14:54:38.760Z,372333241,-804215495
804,2023-09-22T14:54:58.834Z,372333323,-804215481
805,2023-09-22T14:55:18.903Z,372333318,-804215458
806,2023-09-22T14:55:38.903Z,372333212,-804215503
807,2023-09-22T14:55:59.044Z,372333519,-804215535
808,2023-09-22T14:56:19.013Z,372333398,-804215466
809,2023-09-22T14:56:39.082Z,372332986,-804215643
810,2023-09-22T14:56:57.542Z,372333287,-804215762
811,2023-09-22T14:57:49.160Z,372334797,-804216640
812,2023-09-22T14:58:09.128Z,372334879,-804216697
813,2023-09-22T14:58:29.200Z,372334843,-804216839
814,2023-09-22T14:58:45.180Z,372334608,-804216994
815,2023-09-22T14:59:19.333Z,372334680,-804216957
816,2023-09-22T14:59:47.313Z,372334495,-804216930
817,2023-09-22T15:00:18.979Z,372331838,-804216594
818,2023-09-22T15:00:39.444Z,372331772,-804216020
819,2023-09-22T15:00:59.412Z,372331763,-804215984
820,2023-09-22T15:01:19.482Z,372331810,-804216038
821,2023-09-22T15:01:39.578Z,372331793,-804216076
822,2023-09-22T15:01:59.623Z,372331829,-804216096
823,2023-09-22T15:02:19.694Z,372331821,-804216005
824,2023-09-22T15:02:39.763Z,372331896,-804216093
825,2023-09-22T15:03:00.143Z,372331944,-804216301
826,2023-09-22T15:03:20.146Z,372332436,-804216535
827,2023-09-22T15:03:40.216Z,372332062,-804216413
828,2023-09-22T15:04:00.235Z,372332125,-804216344
829,2023-09-22T15:04:20.305Z,372332066,-804216288
830,2023-09-22T15:04:40.375Z,372332174,-804216405
831,2023-09-22T15:05:00.364Z,372332009,-804216312
832,2023-09-22T15:05:20.340Z,372331934,-804216198
833,2023-09-22T15:05:40.426Z,372332159,-804216431
834,2023-09-22T15:06:00.480Z,372332033,-804216302
835,2023-09-22T15:06:20.439Z,372332243,-804216389
836,2023-09-22T15:06:40.510Z,372331796,-804216015
837,2023-09-22T15:07:00.612Z,372332017,-804216287
838,2023-09-22T15:07:20.650Z,372331989,-804216289
839,2023-09-22T15:07:40.626Z,372332092,-804216349
840,2023-09-22T15:08:00.690Z,372331999,-804216328
841,2023-09-22T15:08:20.688Z,372331954,-804216199
842,2023-09-22T15:08:40.811Z,372331947,-804216246
843,2023-09-22T15:09:00.799Z,372331881,-804216228
844,2023-09-22T15:09:20.807Z,372331912,-804216221
845,2023-09-22T15:09:40.869Z,372331949,-804216241
846,2023-09-22T15:10:00.896Z,372332069,-804216328
847,2023-09-22T15:10:20.876Z,372331918,-804216198
848,2023-09-22T15:10:40.935Z,372331870,-804216200
849,2023-09-22T15:11:00.923Z,372331922,-804216241
850,2023-09-22T15:11:20.983Z,372332010,-804216290
851,2023-09-22T15:11:40.952Z,372331994,-804216326
852,2023-09-22T15:12:01.017Z,372331927,-804216263
853,2023-09-22T15:12:21.022Z,372331886,-804216196
854,2023-09-22T15:12:41.044Z,372332029,-804216290
855,2023-09-22T15:13:01.061Z,372332052,-804216297
856,2023-09-22T15:13:21.110Z,372332135,-804216360
857,2023-09-22T15:13:41.100Z,372332222,-804216363
858,2023-09-22T15:14:01.146Z,372331863,-804216216
859,2023-09-22T15:14:21.136Z,372331788,-804216123
860,2023-09-22T15:14:41.187Z,372331910,-804216262
861,2023-09-22T15:15:01.189Z,372331959,-804216258
862,2023-09-22T15:15:21.215Z,372331855,-804216203
863,2023-09-22T15:15:41.226Z,372331901,-804216153
864,2023-09-22T15:16:01.263Z,372331873,-804216165
865,2023-09-22T15:16:21.334Z,372331872,-804216192
866,2023-09-22T15:16:41.302Z,372331914,-804216181
867,2023-09-22T15:17:01.396Z,372332002,-804216254
868,2023-09-22T15:17:21.433Z,372331940,-804216181
869,2023-09-22T15:17:41.434Z,372332060,-804216318
870,2023-09-22T15:18:01.565Z,372331904,-804216166
871,2023-09-22T15:18:21.551Z,372331880,-804216201
872,2023-09-22T15:18:41.548Z,372331894,-804216223
873,2023-09-22T15:19:01.591Z,372331861,-804216122
874,2023-09-22T15:19:21.649Z,372332003,-804216289
875,2023-09-22T15:19:41.652Z,372331813,-804216123
876,2023-09-22T15:20:01.692Z,372331953,-804216207
877,2023-09-22T15:20:21.688Z,372331830,-804216121
878,2023-09-22T15:20:41.728Z,372331821,-804216159
879,2023-09-22T15:21:01.728Z,372331887,-804216136
880,2023-09-22T15:21:21.776Z,372331870,-804216179
881,2023-09-22T15:21:41.746Z,372331845,-804216162
882,2023-09-22T15:22:01.838Z,372331905,-804216185
883,2023-09-22T15:22:21.818Z,372331973,-804216271
884,2023-09-22T15:22:41.854Z,372331833,-804216184
885,2023-09-22T15:23:01.897Z,372332000,-804216235
886,2023-09-22T15:23:21.915Z,372331972,-804216177
887,2023-09-22T15:23:41.882Z,372331856,-804216157
888,2023-09-22T15:24:01.952Z,372332434,-804216462
889,2023-09-22T15:24:21.920Z,372332349,-804216452
890,2023-09-22T15:24:41.969Z,372332294,-804216349
891,2023-09-22T15:25:02.133Z,372332139,-804216344
892,2023-09-22T15:25:22.204Z,372332160,-804216382
893,2023-09-22T15:25:42.181Z,372331835,-804216154
894,2023-09-22T15:26:02.242Z,372331790,-804216150
895,2023-09-22T15:26:22.241Z,372331836,-804216125
896,2023-09-22T15:26:42.281Z,372332105,-804216368
897,2023-09-22T15:27:02.280Z,372332062,-804216351
898,2023-09-22T15:27:22.361Z,372332205,-804216395
899,2023-09-22T15:27:42.371Z,372332185,-804216422
900,2023-09-22T15:28:02.366Z,372331870,-804216208
901,2023-09-22T15:28:22.438Z,372332374,-804216480
902,2023-09-22T15:28:39.736Z,372331904,-804216226
903,2023-09-22T15:29:02.477Z,372331969,-804216150
904,2023-09-22T15:29:22.540Z,372332179,-804216367
905,2023-09-22T15:29:42.536Z,372332054,-804216249
906,2023-09-22T15:30:02.483Z,372331801,-804216103
907,2023-09-22T15:30:22.554Z,372331979,-804216218
908,2023-09-22T15:30:42.616Z,372332041,-804216280
909,2023-09-22T15:31:02.592Z,372332136,-804216380
910,2023-09-22T15:31:22.595Z,372332198,-804216393
911,2023-09-22T15:31:42.664Z,372331964,-804216189
912,2023-09-22T15:32:02.634Z,372331957,-804216244
913,2023-09-22T15:32:22.669Z,372331992,-804216241
914,2023-09-22T15:32:42.726Z,372332033,-804216275
915,2023-09-22T15:33:02.803Z,372332058,-804216285
916,2023-09-22T15:33:22.779Z,372331872,-804216141
917,2023-09-22T15:33:42.782Z,372332030,-804216239
918,2023-09-22T15:34:02.818Z,372331899,-804216124
919,2023-09-22T15:34:22.880Z,372332160,-804216392
920,2023-09-22T15:34:42.858Z,372331960,-804216206
921,2023-09-22T15:35:02.918Z,372332106,-804216320
922,2023-09-22T15:35:22.895Z,372332098,-804216303
923,2023-09-22T15:35:42.884Z,372332142,-804216339
924,2023-09-22T15:36:02.924Z,372332080,-804216307
925,2023-09-22T15:36:22.995Z,372331927,-804216258
926,2023-09-22T15:36:43.006Z,372332010,-804216214
927,2023-09-22T15:37:02.974Z,372332013,-804216240
928,2023-09-22T15:37:23.030Z,372331980,-804216219
929,2023-09-22T15:37:43.051Z,372331905,-804216138
930,2023-09-22T15:38:03.122Z,372332030,-804216237
931,2023-09-22T15:38:23.139Z,372332152,-804216315
932,2023-09-22T15:38:43.180Z,372332243,-804216385
933,2023-09-22T15:39:03.177Z,372332202,-804216328
934,2023-09-22T15:39:23.220Z,372331948,-804216262
935,2023-09-22T15:39:43.196Z,372331897,-804216182
936,2023-09-22T15:40:03.198Z,372331880,-804216211
937,2023-09-22T15:40:23.227Z,372332068,-804216253
938,2023-09-22T15:40:43.276Z,372332063,-804216246
939,2023-09-22T15:41:03.291Z,372332141,-804216260
940,2023-09-22T15:41:23.337Z,372332004,-804216232
941,2023-09-22T15:41:43.415Z,372331819,-804216145
942,2023-09-22T15:42:03.412Z,372332183,-804216296
943,2023-09-22T15:42:23.453Z,372332210,-804216274
944,2023-09-22T15:42:43.494Z,372332094,-804216343
945,2023-09-22T15:43:03.495Z,372331719,-804216076
946,2023-09-22T15:43:23.553Z,372331758,-804216079
947,2023-09-22T15:43:43.522Z,372331751,-804216031
948,2023-09-22T15:44:03.600Z,372331725,-804216066
949,2023-09-22T15:44:23.603Z,372331806,-804216107
950,2023-09-22T15:44:43.640Z,372331671,-804216029
951,2023-09-22T15:45:03.608Z,372331684,-804216040
952,2023-09-22T15:45:23.592Z,372331678,-804216055
953,2023-09-22T15:45:43.645Z,372331784,-804216056
954,2023-09-22T15:46:03.642Z,372331640,-804216003
955,2023-09-22T15:46:23.722Z,372331633,-804216021
956,2023-09-22T15:46:43.726Z,372331712,-804216045
957,2023-09-22T15:47:03.742Z,372331676,-804216056
958,2023-09-22T15:47:23.795Z,372331799,-804216133
959,2023-09-22T15:47:43.865Z,372331676,-804216029
960,2023-09-22T15:48:03.825Z,372331726,-804216015
961,2023-09-22T15:48:23.895Z,372331778,-804216106
962,2023-09-22T15:48:43.909Z,372331756,-804216033
963,2023-09-22T15:49:03.876Z,372331748,-804216100
964,2023-09-22T15:49:23.922Z,372332044,-804216284
965,2023-09-22T15:49:43.972Z,372331753,-804216085
966,2023-09-22T15:50:03.948Z,372331788,-804216124
967,2023-09-22T15:50:24.091Z,372331843,-804216050
968,2023-09-22T15:50:44.088Z,372331858,-804216032
969,2023-09-22T15:51:04.076Z,372331755,-804215970
970,2023-09-22T15:51:24.145Z,372331822,-804215990
971,2023-09-22T15:51:44.169Z,372332007,-804216074
972,2023-09-22T15:52:04.342Z,372332260,-804216196
973,2023-09-22T15:52:24.355Z,372331947,-804216112
974,2023-09-22T15:52:44.380Z,372331859,-804216074
975,2023-09-22T15:53:04.492Z,372331784,-804215957
976,2023-09-22T15:53:24.465Z,372331979,-804216200
977,2023-09-22T15:53:44.518Z,372331939,-804216217
978,2023-09-22T15:54:04.560Z,372332012,-804216140
979,2023-09-22T15:54:24.574Z,372332042,-804216143
980,2023-09-22T15:54:44.599Z,372332259,-804216307
981,2023-09-22T15:55:04.615Z,372331776,-804215980
982,2023-09-22T15:55:24.667Z,372331976,-804216070
983,2023-09-22T15:55:44.653Z,372331900,-804216097
984,2023-09-22T15:56:04.620Z,372332119,-804216206
985,2023-09-22T15:56:24.692Z,372332375,-804216290
986,2023-09-22T15:56:44.715Z,372332508,-804216311
987,2023-09-22T15:57:04.729Z,372331904,-804216034
988,2023-09-22T15:57:24.743Z,372332036,-804216129
989,2023-09-22T15:57:44.769Z,372332300,-804216292
990,2023-09-22T15:58:04.754Z,372332368,-804216439
991,2023-09-22T15:58:24.816Z,372332426,-804216375
992,2023-09-22T15:58:44.860Z,372331946,-804216112
993,2023-09-22T15:59:04.845Z,372331935,-804216083
994,2023-09-22T15:59:24.964Z,372332435,-804216424
995,2023-09-22T15:59:45.035Z,372332416,-804216363
996,2023-09-22T16:00:05.001Z,372332383,-804216347
