Index, timestamp,latitudeE7,longitudeE7, distance
1, 2023-09-21T18:49:43.682Z,37.2333442,-80.4215605, 0
2, 2023-09-21T18:50:03.546Z,37.2333488,-80.4215562, 0
3, 2023-09-21T18:50:23.616Z,37.2333496,-80.4215538, 0
4, 2023-09-21T18:50:53.621Z,37.2333459,-80.4215559, 0
5, 2023-09-21T18:51:08.704Z,37.2333397,-80.4215682, 0
6, 2023-09-21T18:51:23.831Z,37.2333462,-80.4215698, 0
7, 2023-09-21T18:51:53.731Z,37.2333507,-80.4215602, 0
8, 2023-09-21T18:52:08.886Z,37.2333525,-80.4215605, 0
9, 2023-09-21T18:52:23.937Z,37.2333539,-80.4215633, 0
